Contenido,Autor,User_Name,Fecha_Posteo,Favs,Rt,Localizacion,compound,pos_score,neg_score,neu_score,Tipo_Sentimiento
" junefaizabadprotest
CocaCola Are coming for lahore protester this is come from  ",Gohar,Gohar98938927,Thu Jun 24 09:39:19 +0000 2021,0,22,,0.0,0.0,0.0,1.0,NEUTRO
"junefaizabadprotest
CocaCola Are coming for lahore protester this is come from  ",Mehboob Ali,DelyMinati,Thu Jun 24 09:39:05 +0000 2021,30,22,"Lahore, Pakistan",0.0,0.0,0.0,1.0,NEUTRO
"New DCF valuation
After over a century of positive tailwind the macro themes that helped CocaCola KO succeed are rapidly starting to fade Read the analysis 
investing investment money invest trading business SPY DJI SPX",Michele Sanguanini,SanguaniniM,Thu Jun 24 09:37:19 +0000 2021,0,0,"London, UK",0.7959,0.173,0.0,0.827,POSITIVO
"studio Click Link To Watch Now 
️
Footballer CristianoRonaldo  Goal CocaCola Out  UefaEuro Ft …",Nishant tambe,Nishanttambe16,Thu Jun 24 09:33:04 +0000 2021,0,17,"Bandra East, Mumbai",0.0,0.0,0.0,1.0,NEUTRO
 TBT Singer  onstage at  EssenceFest The  EssenceFest of Culture “Live Loud” Virtual Experience…,Mella,BorgesMelie,Thu Jun 24 09:31:50 +0000 2021,0,2,,0.0,0.0,0.0,1.0,NEUTRO
"studio Click Link To Watch Now 
️
Footballer CristianoRonaldo  Goal CocaCola Out  UefaEuro Ft …",Princita Ferrao,Princitaf,Thu Jun 24 09:31:16 +0000 2021,0,17,,0.0,0.0,0.0,1.0,NEUTRO
"studio Click Link To Watch Now 
️
Footballer CristianoRonaldo  Goal CocaCola Out  UefaEuro Ft …",Sonakshi Sinha Fan,drg93375928,Thu Jun 24 09:24:20 +0000 2021,0,17,,0.0,0.0,0.0,1.0,NEUTRO
"studio Click Link To Watch Now 
️
Footballer CristianoRonaldo  Goal CocaCola Out  UefaEuro Ft …",mohd faisal ,faisalKhiladi,Thu Jun 24 09:23:53 +0000 2021,0,17,"Allahabad, India",0.0,0.0,0.0,1.0,NEUTRO
Amanya  LETS TAKE A  MINUTE TODAY AND FAMILIARIZE OURSELVES ABOUT CYBERSECURITY VISIT OUR WEBSITE «Google  « TO LEARN MORECocaCola Ramos kabando kalonzo musyoka jklive ukoraMahakamani Chimamanda  uhuruwamamamboga ,Pio Gama Pundo,PioGamaPundo,Thu Jun 24 09:23:08 +0000 2021,0,0,"Nairobi, Kenya",0.0,0.0,0.0,1.0,NEUTRO
"studio Click Link To Watch Now 
️
Footballer CristianoRonaldo  Goal CocaCola Out  UefaEuro Ft …",محمد مصطفى جمال جبد,mdmostafajamal4,Thu Jun 24 09:16:39 +0000 2021,0,17,,0.0,0.0,0.0,1.0,NEUTRO
"studio Click Link To Watch Now 
️
Footballer CristianoRonaldo  Goal CocaCola Out  UefaEuro Ft …",Murali Krishna,MuraliK34647573,Thu Jun 24 09:13:06 +0000 2021,0,17,,0.0,0.0,0.0,1.0,NEUTRO
"  Ind 
after Ronaldo promoted drinking water the company can mend their business strategies and should launch Coke Spring Water in global market
CocaCola WaterIsLife",Abhinav Hingaa,abhinavhingaa,Thu Jun 24 09:11:39 +0000 2021,0,0,"Varanasi, India",0.4215,0.101,0.0,0.899,POSITIVO
"studio Click Link To Watch Now 
️
Footballer CristianoRonaldo  Goal CocaCola Out  UefaEuro Ft …",shawar khan,shawark12693099,Thu Jun 24 09:04:15 +0000 2021,0,17,bhopal India 🇮🇳 ,0.0,0.0,0.0,1.0,NEUTRO
"studio Click Link To Watch Now 
️
Footballer CristianoRonaldo  Goal CocaCola Out  UefaEuro Ft …",Kunal,kunal3108,Thu Jun 24 09:04:07 +0000 2021,0,17,"New Delhi, India",0.0,0.0,0.0,1.0,NEUTRO
"studio Click Link To Watch Now 
️
Footballer CristianoRonaldo  Goal CocaCola Out  UefaEuro Ft …",Rajput Ashok,RajputA09576273,Thu Jun 24 09:03:40 +0000 2021,0,17,RAJPUTANA,0.0,0.0,0.0,1.0,NEUTRO
"studio Click Link To Watch Now 
️
Footballer CristianoRonaldo  Goal CocaCola Out  UefaEuro Ft …",Rukut papon,RukutH,Thu Jun 24 09:03:27 +0000 2021,0,17,gauhati ,0.0,0.0,0.0,1.0,NEUTRO
"studio Click Link To Watch Now 
️
Footballer CristianoRonaldo  Goal CocaCola Out  UefaEuro Ft …",shubham,shubham03706682,Thu Jun 24 09:03:10 +0000 2021,0,17,,0.0,0.0,0.0,1.0,NEUTRO
"studio Click Link To Watch Now 
️
Footballer CristianoRonaldo  Goal CocaCola Out  UefaEuro Ft …",Tigerian Navin,tigerian_navin,Thu Jun 24 09:03:09 +0000 2021,0,17,,0.0,0.0,0.0,1.0,NEUTRO
