Contenido,Autor,User_Name,Fecha_Posteo,Favs,Rt,Localizacion
"RT @SmittyD9199: Drink Coca Cola Clear Plastic Pitcher #Coke Green Label Delicious Refreshing | #eBay #cocacola 
https://t.co/uKYEWrqS7O
(T…",Kitten12,NineTailKitten,Wed Jun 23 23:51:41 +0000 2021,0,5,
"RT @SmittyD9199: Drink Coca Cola Clear Plastic Pitcher #Coke Green Label Delicious Refreshing | #eBay #cocacola 
https://t.co/uKYEWrqS7O
(T…",Amy Guettler,saltedbayonet,Wed Jun 23 23:50:46 +0000 2021,0,5,Denver
"RT @Pedro_merit: JUST IN
Foreign used 
2008 highlander 
Fullest option 
6.650
#Jada #TwitterBan #Ramos #CocaCola #WillSmith #Igbos #HalaMad…",__OHIZ,king_Remison,Wed Jun 23 23:37:48 +0000 2021,0,7,Germany IJN
RT @ildelima6: 109 goals without drinking @CocaCola 🥤🙌🏻🇵🇹⚽️🔝 Next time drink it 😉 @Cristiano 👏🏻👏🏻 #andorra #cristiano #portugal #cr7 #mirac…,Michael ⚡️,2020lfc,Wed Jun 23 23:37:12 +0000 2021,0,2,United Kingdom
"RT @CityAM: Coca Cola said there is “optimism ahead” for its businesses in Europe, Australia and New Zealand as the coronavirus conditions…",The Optimism Movement,OptimismMovers,Wed Jun 23 22:58:59 +0000 2021,0,2,
RT @rajachess: I like @CocaCola but it does not mean that the stocks will go up! #cristiano #cocacola,GSBranşları🇦🇿🇹🇷🇵🇰,GSbranslar,Wed Jun 23 22:55:12 +0000 2021,0,30,Azerbaijan
Just found these little #CocaCola classics. What do you think they're worth? https://t.co/EQ36guiSHb,💰Wall$treetBullyBich💰G.A.S. ENT💪🏾💯,RubyForTheWin,Wed Jun 23 22:49:23 +0000 2021,0,0,🌎
One more double button flange added to the collection. Two more to go! Does anyone know which two we are still searching for? Condition is king 👑. #cocacola #cokesign #cocacolasign #vintagecoke #museum #following https://t.co/9ryotdn8Kz,Cedartown Museum of Coca-Cola Memorabilia,CedartownCoke,Wed Jun 23 22:40:39 +0000 2021,0,0,"229 Main Street Cedartown, Ga"
"I could walk hours and hours in the treadmill, but honestly, market, I prefer to spend the day Reading, fucking and drinking my beer. It's pointless WALK unless it's TOURISM, #COCACOLA.",Alice Von Amerling ❄️,AmerlingAlice,Wed Jun 23 22:34:56 +0000 2021,0,0,Rio / Reading / Westeros ☕️🎈
Thanks 2 @CocaCola 🥤 for supporting #livemusic in the #blackhills @ #outlawsquare @DeadwoodLive ! #thehillsarealivewiththesoundofmusic #cocacola https://t.co/HxWcJuyYQi,DeadwoodLive,DeadwoodLive,Wed Jun 23 22:33:55 +0000 2021,0,0,"Deadwood, SD"
"RT @maameduffour: My little collection 🥺
#converse #kith #CocaCola #adidasyung1  #pumarsx #yeezy700static https://t.co/1QxolmVv1i",Agyapomaa,Agya_pomaa,Wed Jun 23 22:32:31 +0000 2021,0,1,south pole
RT @news_ntd: A group of #CocaCola shareholders is threatening legal action over the company’s diversity policy. They say the policy might…,pedro schliesser,PSchliesser,Wed Jun 23 22:15:38 +0000 2021,0,8,
"#CocaCola shows how it #pride-washes even as it continues to fund groups and politicians who push bigotry, discrimination, and hate. Heck, Coke's label customizing allows many bigoted words and phrases even as it bans words like lesbian as controversial.

https://t.co/lSXOFNUk6y",Mack McCoy,Mack_McCoy,Wed Jun 23 22:12:26 +0000 2021,0,0,"Orange County, CA"
"Two Atlanta legends:  The Freeze and Coca-Cola.
#thefreeze #freeze #run #fit #fast #fitness #training #runner #sprinter #fly #alwayswins #cocacola #coke #sponsorship #legend #atl #atlanta @ Truist Park https://t.co/SbmCLZlO4v",Rich von Biberstein,Rich_vonB,Wed Jun 23 22:01:14 +0000 2021,1,0,"Atlanta, GA"
RT @ildelima6: 109 goals without drinking @CocaCola 🥤🙌🏻🇵🇹⚽️🔝 Next time drink it 😉 @Cristiano 👏🏻👏🏻 #andorra #cristiano #portugal #cr7 #mirac…,Vishal,vishihiho,Wed Jun 23 21:59:38 +0000 2021,0,2,"London, England"
"RT @lovelydudebah: CR-108⚽️ 100% water,no #CocaCola #EURO2020 #PORFRA #POR #FRA 🏆 https://t.co/pZ0RTPPMNJ",LIPTON_GLACÈ🇬🇳,lipton_glacee,Wed Jun 23 21:48:24 +0000 2021,0,3,
"RT @SmittyD9199: Drink Coca Cola Clear Plastic Pitcher #Coke Green Label Delicious Refreshing | #eBay #cocacola 
https://t.co/uKYEWrqS7O
(T…",Tulips and Sparrows,TulipsSparrows,Wed Jun 23 21:48:02 +0000 2021,0,5,"Golden, CO"
"RT @SirEben14: I can't able 😅😅😅🤣😂😅
#b1606 #CocaCola https://t.co/YtFMlbA7Go",SIR EBEN ❁,SirEben14,Wed Jun 23 21:45:31 +0000 2021,0,31,"Techiman, Ghana"
"RT @SmittyD9199: Drink Coca Cola Clear Plastic Pitcher #Coke Green Label Delicious Refreshing | #eBay #cocacola 
https://t.co/uKYEWrqS7O
(T…",Jimmie Bartlett,jimmiesart,Wed Jun 23 21:44:49 +0000 2021,0,5,Texas
RT @brandpkofficial: Cristiano Ronaldo’s removal of two Coca-Cola bottles during a press conference at the Euros has coincided with a $4bn…,Shahid Abbas Bokhari ( A Student Of Life )🫂,adilshe37346142,Wed Jun 23 21:39:48 +0000 2021,0,176,Middle England
"RT @CottageCindy: Check out Vtg. 1973 Coca Cola Serving Tray Flapper Girl 1925 Coke Advertisement 13"" x 10""  https://t.co/V4A8PZOt45 via @e…",BlackSpanielGallery,bsgcoins,Wed Jun 23 21:36:56 +0000 2021,0,16,USA
"""Oops! Looks like the [#coke] you requested is not an approved one."" Does #cokedoesntmatter count?  #drinkpepsi https://t.co/0N88vnYX1v #blacklivesmatter #gaypride #EpicFail #thingsgobetterwithoutcoke #CocaCola",hank henderson,hankhenderson,Wed Jun 23 21:27:15 +0000 2021,0,0,los angeles
"RT @SmittyD9199: Drink Coca Cola Clear Plastic Pitcher #Coke Green Label Delicious Refreshing | #eBay #cocacola 
https://t.co/uKYEWrqS7O
(T…",Freedom Calling,CivilWarEscape,Wed Jun 23 21:26:27 +0000 2021,0,5,"New England, USA"
"RT @deewashsubedi55: Cristiano Ronaldo gesture has caused $4billion loss for coca-cola.
Coca-cola went from being worth $242 billion to $23…",Charles,CharleChuck,Wed Jun 23 21:24:30 +0000 2021,0,1113,South Africa
"Drink Coca Cola Clear Plastic Pitcher #Coke Green Label Delicious Refreshing | #eBay #cocacola 
https://t.co/uKYEWrqS7O
(Tweeted via https://t.co/1twR47G8Q9) https://t.co/VqRDXA4H2a",Darryl Smith,SmittyD9199,Wed Jun 23 21:20:04 +0000 2021,3,5,"Buffalo, NY"
"My little collection 🥺
#converse #kith #CocaCola #adidasyung1  #pumarsx #yeezy700static https://t.co/1QxolmVv1i",hub_accessoiregh 🇬🇭,maameduffour,Wed Jun 23 21:19:22 +0000 2021,1,1,"Greater Accra, Ghana"
@EURO2020 And don’t forget drink water not #cocacola,Haymaker,Ricardo19523018,Wed Jun 23 21:13:18 +0000 2021,0,0,Planette Terre
RT @evytal: The power of the Cristiano Ronaldo brand. Simply putting away the Coca-Cola bottles in favour of water caused the company's wor…,Ryan Smoorenburg,ryan_smg_19,Wed Jun 23 21:08:48 +0000 2021,0,1,"Apeldoorn, Nederland"
109 goals without drinking @CocaCola 🥤🙌🏻🇵🇹⚽️🔝 Next time drink it 😉 @Cristiano 👏🏻👏🏻 #andorra #cristiano #portugal #cr7 #miracle #thesecret #cocacola https://t.co/5Mc1jnBJ3L,Ildefons Lima Solà 🇦🇩,ildelima6,Wed Jun 23 21:08:39 +0000 2021,28,2,Andorra 
"Population of 7.9 billion people world wide. 
However a person’s single tweet or a gesture shudders/ brings chaos in the global market. Ain’t that toxic ? 

#CocaCola #Bitcoin #dogecoin #Tesla",Abhishek Panicker,AbhishekPanick7,Wed Jun 23 20:48:37 +0000 2021,1,0,"Mumbai, India"
"F*ck #CocaCola &amp; their racist, left wing, earth killing, terrorist supporting, cop hating philosophy.",♡ofWingsandFins,ofwingsandfins,Wed Jun 23 20:46:17 +0000 2021,0,0,
"#CocaCola #Become

We grow into our lives, it's not up or down. We shine from within, blossom outwards. It's within that we Become when we share our #Truths and testify our lives. 
Arise, like a phoenix. Awaken from the caccoon to see what you are. Welcome #Love 
#Pride2021 https://t.co/2Fdtt5Pp12",Birdthulu,Kaddiss_Telelia,Wed Jun 23 20:42:04 +0000 2021,0,0,United States
"In few minutes Ronaldo's Portugal went back and forth from #1 to #4 (and last) of its group, in some of the craziest stages last match ever. 
How are going CocaCola stocks? #eurocup #cocacola #ronaldo",Piero Faustini,pierofaustini,Wed Jun 23 20:41:48 +0000 2021,0,0,"Barcelona, España"
"RT @SmittyD9199: Gibson COCA-COLA Bottle Handle Silverware Flatware Stainless Set of 17 Pcs #Coke | #eBay #cocacola 
https://t.co/qmZSzsOdE…",PROMOSTKING,promostking,Wed Jun 23 20:37:00 +0000 2021,0,1,World
"Powering through the day with a lot of water and Coke energy! Hydration is required for optimal fitness every day 🥤😎
#Swanfit #coke #cocacola #water #fitness #personaltrainer #workout #energy #health #wellness #advice #diet #party",SwanFitOnly,SwanFitOnly,Wed Jun 23 20:32:03 +0000 2021,0,0,"West Hollywood, CA"
"RT @Capt_Scarlett: If Coca-Cola wants to show it cares about people, climate change and plastic pollution, it will immediately end its toxi…",Andrea,Eco1stArt,Wed Jun 23 20:30:06 +0000 2021,0,2,USA
"RT @Capt_Scarlett: If Coca-Cola wants to show it cares about people, climate change and plastic pollution, it will immediately end its toxi…",Mr Bracewell 🏴󠁧󠁢󠁷󠁬󠁳󠁿 MCCT,BracewellMr,Wed Jun 23 20:28:37 +0000 2021,0,2,"Manchester, England"
"If Coca-Cola wants to show it cares about people, climate change and plastic pollution, it will immediately end its toxic relationship with the fossil fuel industry and reliance on single-use plastics. #cocacola #coke #climateaction #climateactionnow #plastic #banplastic https://t.co/NQIimqjmSq",AdrianFGS,Capt_Scarlett,Wed Jun 23 20:24:03 +0000 2021,1,2,"Here, There and Everywhere "
No tomen #CocaCola https://t.co/tP21fnA17L,KellyDavid,kelly_david,Wed Jun 23 20:22:28 +0000 2021,3,0,colombia
"Behind the scenes of Coca cola Video meme
.
.
.
#greenscreen #cocacola #ronaldo #vfx #funnyvideos #igreels https://t.co/wJHdGhKD9u",Stevenvprasad,stevenvprasad7,Wed Jun 23 20:21:22 +0000 2021,0,0,"Hyderabad, India"
"RT @lovelydudebah: CR-108⚽️ 100% water,no #CocaCola #EURO2020 #PORFRA #POR #FRA 🏆 https://t.co/pZ0RTPPMNJ",GREEN BUILDINGS🏡💚🇬🇳,lovelyHeart224,Wed Jun 23 19:54:52 +0000 2021,0,3,Guinea 🇬🇳
"RT @lovelydudebah: CR-108⚽️ 100% water,no #CocaCola #EURO2020 #PORFRA #POR #FRA 🏆 https://t.co/pZ0RTPPMNJ",1M💲Money Shower🤑🚿🇬🇳🇸🇳🇵🇸✊🏽,lovelydudebah,Wed Jun 23 19:54:32 +0000 2021,0,3,TortueLand 🐢👑🇬🇳
RT @rolandsmartin: 🚨 @TasiasWord and her brother on the #ESSENCEFest stage. Fam we're getting ready for the 2021 #EssenceFest of Culture “L…,Cameo Jones,CameoJones5,Wed Jun 23 19:52:46 +0000 2021,0,8,
"A bottle named @Cristiano. Creative marketing idea by @IKEACanada. 😀

No to Coca Cola.
Yes to water.

#CocaCola #Ronaldo #CristianoRonaldo #UEFA #IKEA #CR7 #MarketingStrategy #marketingtips #marketing #UefaEuro2020 #FootballStars https://t.co/gaAeH0FHJL",Dejan Georgiev,georgievdejan,Wed Jun 23 19:52:17 +0000 2021,0,0,"Zurich, Switzerland"
"Gibson COCA-COLA Bottle Handle Silverware Flatware Stainless Set of 17 Pcs #Coke | #eBay #cocacola 
https://t.co/qmZSzsOdEv
(Tweeted via https://t.co/1twR47G8Q9) https://t.co/dawoJLNHSC",Darryl Smith,SmittyD9199,Wed Jun 23 19:49:04 +0000 2021,1,1,"Buffalo, NY"
"RT @Monopol35520149: #CocaCola drop the bias and maliciousness!
#BoycottCocaCola #SaveSheikhJarrah #SaveBeita #SaveSilwan #SaveLifta #SaveA…",Mohammad Ali,Mohamma19325667,Wed Jun 23 19:43:41 +0000 2021,0,1,
RT @muhammedsadeeb2: so Muhammed is prohibited in the coca cola bottle customization. Same goes to Palestine. This dumass shit should stop.…,Mohammad Ali,Mohamma19325667,Wed Jun 23 19:43:37 +0000 2021,0,1,
"@Algeria__army Coca-Cola sales after the announcement↗️↗️
#CocaCola #BTS #ARMY #fanboy",Azoou🍉✨,Azoou9,Wed Jun 23 19:41:24 +0000 2021,0,0,"Ottawa, Ontario"
"CR-108⚽️ 100% water,no #CocaCola #EURO2020 #PORFRA #POR #FRA 🏆 https://t.co/pZ0RTPPMNJ",1M💲Money Shower🤑🚿🇬🇳🇸🇳🇵🇸✊🏽,lovelydudebah,Wed Jun 23 19:39:41 +0000 2021,17,3,TortueLand 🐢👑🇬🇳
Hold the purveyors of this international poison accountable. #CocaCola #CocaColaPlasticPolluter #EndPlasticPollution https://t.co/I3BZUm0Gc0,Acupuncture San Diego Eyton Shalom,EytonShalom,Wed Jun 23 19:38:25 +0000 2021,2,0,"San Diego, CA"
"RT @CottageCindy: Check out Vtg. 1973 Coca Cola Serving Tray Flapper Girl 1925 Coke Advertisement 13"" x 10""  https://t.co/V4A8PZOt45 via @e…",Collectable Curios,CollectCurios,Wed Jun 23 19:23:50 +0000 2021,0,16,Belfast
"RT @socios: Time to settle this debate.

❤️Like for #CocaCola 
🔁Retweet for #Water https://t.co/MDJZHE7tLu",Isha Ahmad,IshaAhm65627410,Wed Jun 23 19:17:59 +0000 2021,0,2180,
RT @news_ntd: A group of #CocaCola shareholders is threatening legal action over the company’s diversity policy. They say the policy might…,🇺🇸 I am Sam I am 🇺🇸,IamSamIam1969,Wed Jun 23 19:09:39 +0000 2021,0,8,Everywhere
"RT @Islamchannel: Coca-Cola has come under fire online as its new personalised label tool allows ""Israel"", ""Nazis"", but not ""Palestine"" or…",No Name ⚡🇵🇸,Smiley_Ldn,Wed Jun 23 19:08:29 +0000 2021,0,20,QTR | LDN 
RT @news_ntd: A group of #CocaCola shareholders is threatening legal action over the company’s diversity policy. They say the policy might…,Arizona Informer,AZInformer,Wed Jun 23 19:08:01 +0000 2021,0,8,Arizona
RT @news_ntd: A group of #CocaCola shareholders is threatening legal action over the company’s diversity policy. They say the policy might…,Sicillian1954,sicillian1954,Wed Jun 23 19:05:40 +0000 2021,0,8,
"A group of #CocaCola shareholders is threatening legal action over the company’s diversity policy. They say the policy might actually be illegal and would require contracted law firms to violate anti-#discrimination laws.

https://t.co/KAoDqsXq9x",NTD News,news_ntd,Wed Jun 23 19:05:01 +0000 2021,33,8,"New York, NY"
"RT @SohailParvaiz: 4 Billion value down for coca cola

Power of social media combined with Ronaldo. 

#ronaldo #cocacola #coke #digitalmark…",JFSebastian146,JFSebastian146,Wed Jun 23 18:53:58 +0000 2021,0,2,
"RT @RayArmat: This is why corporations hate #uncensord social media

#Ronaldo's gesture against Coca-Cola in a press conference, cost #Coca…",Silence Is Compliance 😕🌸,graydaygamer,Wed Jun 23 18:53:03 +0000 2021,0,26,Idaho
"RT @SohailParvaiz: 4 Billion value down for coca cola

Power of social media combined with Ronaldo. 

#ronaldo #cocacola #coke #digitalmark…",Sohail Parvaiz ☀️,SohailParvaiz,Wed Jun 23 18:48:25 +0000 2021,0,2,"Toronto, Lahore"
"RT @DavidFurnessGB: Drink water instead!
#boycottcoke #BoycottCocaCola #CocaCola #Ronaldo #woke #CristianoRonaldo #WokeWatch
#wokeness #Fig…",Me 🌸🌸🌸🌸,pambeertom,Wed Jun 23 18:36:41 +0000 2021,0,9,
"40’s Willys Pickup Truck ♥️ #redtruck #redlorryyellowlorry #cocacolapickuptruck #redcar #modelkits #PabloModels #miniature #cocacola @cocacola_esp @cocacola @ Barcelona, Spain https://t.co/RDM851PP0f",Pablomodels.es,PabloModelkits,Wed Jun 23 18:36:10 +0000 2021,0,0,Barcelona Capital City
"@majorgauravarya Why 1300 Hindus immigrants left India. Must see, it exposing your #India' s real face.
 https://t.co/zEvkTBWRSI
#hinducommunty #sarfraz #CocaCola #MuradSaeed #ISPR #khabraintv",Wasim Kambo,KamboMedia,Wed Jun 23 18:31:44 +0000 2021,0,0,"Islamabad, Pakistan"
#CocaCola is currently allowing people to customize their #Coke bottle label. The label generator allows up to 18 alphanumeric characters. Let the mayhem commence.,Simon Zuberek,zoobereq,Wed Jun 23 18:27:24 +0000 2021,0,0,"New York, USA"
"IKEA have launched a new Reusable Water Bottle Named 'CRISTIANO' after Cristiano Ronaldo's Famous Coca Cola x Water Incident.

Situational marketing at the peak 🔥
#ikea #newbrand 
 #cocacola #cocacola_issue #cr7 #cristianoronaldo #Euro2021 #share_down #currentaffairs #advertise https://t.co/mtnVqHzdJX",MuhammedRasfan,MuhammedRasfan,Wed Jun 23 18:27:05 +0000 2021,0,0,"Parappanangadi,Kerala"
RT @ildelima6: The best way to enjoy a @ChampionsLeague win  @CocaCola 😉🥤⚽️🇦🇩👴🏻😂😂 #andorra #MakingHistory #cocacola #thesecret #GuinnessWor…,Marzio Minoli,MarzioMinoli,Wed Jun 23 18:25:06 +0000 2021,0,11,Radio and TV Journalist 
RT @TomFWater: Kudos @IKEA for jumping on the recent Christiano Ronaldo #CocaCola controversy and naming a reusable bottle after his promot…,Luka Vucinic,TheKarstMan,Wed Jun 23 18:24:10 +0000 2021,0,1,"Madrid, Spain"
"Kudos @IKEA for jumping on the recent Christiano Ronaldo #CocaCola controversy and naming a reusable bottle after his promotion of #water.

Doesn't sound too Swedish but still 👏 https://t.co/fOGxzmOWHu",Tom Freyberg 🌊,TomFWater,Wed Jun 23 18:23:25 +0000 2021,2,1,"London, England"
"#CocaCola marketing, development, and coders right now: https://t.co/Tpb0CKUUST",Bumbling Bisexual Vixen,ButtonMashVixen,Wed Jun 23 18:16:45 +0000 2021,1,0,Lorule
"RT @MsCyn216: PRICE DROP!

Vintage 1993 7"" Plush Stuffed Official Coca Cola Polar Bear Cub
#Vintage #1990s #Plush #Stuffed #Official #CocaC…",Paulasbarntiques,barntiques859,Wed Jun 23 17:59:19 +0000 2021,0,17,New Hampshire/Florida
"RT @sethiipk: Real reason of  #boycottCocaCola
#CocaCola 
#ronaldococacola https://t.co/P2pwTn64Ez",#SaveSheikhJarrah #dve,missceeeeee,Wed Jun 23 17:56:32 +0000 2021,0,2,Main St USA#btfd#hodl#dogearmy
"RT @iShahidHameed: A Cute little girl selling green tea (Kehwa) at #Murree Mall Road.. 

#CocaCola #cancelboardexams2021 #NCOC #SarfarazAhm…",Awan,Awan_M12,Wed Jun 23 17:51:55 +0000 2021,0,32,مانسہرہ 
"RT @BupPakistan: BOYCOTT US PRODUCT PAKISTAN 
#Cocacola #USProducts #Boycottusproducts
#Palestine #likes #like #follow #likeforlikes #insta…",Yaseen Habib,YaseenHabib10,Wed Jun 23 17:48:19 +0000 2021,0,6,
